station_num,station_name,latitude,longitude
710,금옥여고보도육교,37.50971222,126.8441696
711,신일해피트리아파트 앞,37.51705933,126.8484879
712,강월초교입구 사거리,37.51699829,126.8383179
713,양서중학교 옆,37.53304672,126.8299561
714,한국SGI 양천문화회관 앞,37.532547,126.8308029
716,신정6동 주민센터 인근,37.51731873,126.8643189
719,홍익병원앞 교차로,37.5303688,126.8642578
720,서울강월초등학교 앞,37.5161972,126.8348999
722,경서농협 버스정류장 우리은행신정동지점방향 ,37.52151108,126.8573837
723,SBS방송국,37.52916336,126.8727493
724,계남공원 입구 주출입구 좌측,37.51068115,126.857399
725,양강중학교앞 교차로,37.52433395,126.8505478
726,목동3단지 시내버스정류장,37.5343895,126.8695984
729,서부식자재마트 건너편,37.51037979,126.8667984
731,서울시 도로환경관리센터,37.5298996,126.8765411
732,신월중학교,37.53955078,126.8283005
733,신정이펜하우스314동,37.51409912,126.8310013
734,신트리공원 입구,37.51395035,126.8560562
735,영도초등학교,37.53637695,126.8715134
736,오솔길공원,37.52219009,126.8367004
737,장수공원,37.52256012,126.8494797
739,신월사거리,37.53620148,126.8277969
740,으뜸공원,37.53636932,126.8317108
741,화곡로 입구 교차로,37.53952026,126.8254013
742,등촌역 5번 출구 뒤,37.55073166,126.8645783
743,현대6차아파트 101동 옆,37.50889969,126.8426819
744,신목동역 2번 출구,37.54384232,126.8825455
745,강서초등학교,37.52228165,126.8396988
746,목동2단지 상가,37.53650284,126.8777466
747,목동3단지 상가,37.53458023,126.8756485
748,목동운동장,37.53025055,126.879303
749,이대목동병원보도육교,37.53722763,126.8866119
750,연의근린공원 건너편,37.51215744,126.8356247
752,성원2차 아파트,37.54218292,126.8633041
754,목동1단지아파트 118동 앞  월촌초등학교 정류소 옆,37.54114151,126.8766785
755,목동1단지아파트 상가 앞  월촌중학교 버스정류소 옆 ,37.5378685,126.8814087
756,목동주차장,37.52667999,126.8761673
757,신정이펜하우스 1단지아파트 입구 사거리,37.51427841,126.828743
758,한사랑교회 앞,37.51472092,126.8591995
759,보아스아파트 앞,37.52407074,126.8386002
760,잣절보도육교 아래,37.50682068,126.8442993
762,오목로 무중력지대 앞,37.52474213,126.8776627
763,목동11단지 아파트,37.51065826,126.8591614
764,목동청소년수련관,37.53102875,126.8758926
765,오목교역 3번출구,37.52477646,126.8754807
766,신목동역 3번출구,37.54394913,126.883461
767,신정숲속마을아파트,37.50574493,126.8363113
768,목동5단지아파트 501동,37.53566742,126.8815842
769,CBS방송국 앞,37.52785492,126.8746719
770,목동역5번출구 교통정보센터 앞,37.52571487,126.8648682
771,목동아파트 703동 앞,37.52820587,126.870163
773,염창역 3 4번 출구 사이,37.54670715,126.8745728
774,등촌역 4번 출구 ,37.54950714,126.867218
